//
// Definitions:
//
186,000 mps: ^^It's not just a good idea -- It's the law.
A.A.A.A.A.:  ^^An organization for drunks who drive
 Fie for shame, you lascivious, lewd, lecherous, libidinous, lustful, licentious, dirty bum!!
 Fighting for peace is like fucking for virginity.
"Figure it out.^^Work a lifetime to pay off a house.^^You finally own it and there's no one to live in it." - Arthur Miller, "Death of a Salesman"
 Finance is the study of money and how it violates the rules of mathematics and common sense.
 Fine day to throw a party.^^Throw him as far as you can.
 Fine day to work off excess energy.^^Steal something heavy.
"First things first -- but not necessarily in that order." - Dr. Who
"Fishing is a delusion entirely surrounded by liars in old clothes." - Don Marquis
"Fleas can be taught nearly everything that a congressman can." - Mark Twain
 Flying is the art of throwing yourself at the ground... and missing!
 Fools rush in where fools have been before.
"Football is an incredible game.^^Sometimes it's so incredible, it's unbelievable." - Tom Landry
 For a good time, call 642-9483
 For a holy stint, a moth of the cloth gave up his woolens for lint.
 For best results:^flip open cap, fill dishwasher dispenser cup(s)... - Palmolive liquid automatic dishwashing detergent bottle
"For every talent that poverty has stimulated it has blighted a hundred." - John W. Gardner
"For the love of money is the root of all evils." - 1 Timothy 6.10
 For those of you who think life is a joke,^just think of the punchline.
"Forgive your enemies -- but if you have no enemies, forgive a few of your friends." - Bob Edwards
"Fortunately... no one's in control." - Willie Nelson
"Fortune is like the market, where many times, if you can stay a little, the price will fall." - Francis Bacon (1561-1626)^Of Delays, 1625
 Fortune truly helps those who are of good judgment.
 Four of every three citizens are against the state.
 Free cheese always sits in a mousetrap.
"Frequent punishments are always a sign of weakness or laziness on the part of a government." - Jean Jacques Rousseau
 Friction is a drag.
 From listening comes wisdom and from speaking repentance.
"From now on we shall offer police jobs to qualified women regardless of sex." - A New Jersey town's affirmative action statement
"Furious activity is no substitute for understanding." - H. H. Williams
 Future looks spotty.^^You will spill soup in late evening.
 Gargling twice daily is a good way to see if your neck leaks.
 Genetics explains why you look like your father, and if you don't, why you should.
"Genius is an infinite capacity for taking pains." - Jane Hopkins
"Genius is one per cent inspiration and ninety-nine per cent perspiration." - Thomas Alva Edison
 Genius is ten per cent inspiration and fifty per cent capital gains.
"Gentle Reader..." - Miss Manners
 Gentlemen, it appears to be unanimous that we cannot agree.
"Gentlemen, the market will fluctuate." - Bernard Baruch
 George Orwell was an optimist.
"Get the test tubes^and that scale^and get it all outta here" - Steely Dan
"Get your facts first, and then you can distort them as much as you please." - Mark Twain
 Getting an education at the University of California is like having $50.00 shoved up your ass, a nickel at a time.
"Getting divorced because you don't love a man is almost as silly as getting married because you do." - Zsa Zsa Gabor
"Girls are like pianos.^^When they're not upright, they're grand." - Benny Hill
"Give a small boy a hammer and he will find that everything he encounters needs pounding." - Abraham Kaplan
 Give a speculator an inch and he'll build a condo.
 Give a woman an inch^^and she'll park a car in it.
"Give me a lever long enought, and a prop strong enough.^^I can singlehandedly move the world." - Archimedes, Greek mathematician (287?-212 B.C)
 Give me librium or give me meth.
"Give me the luxuries of life and I will willingly do without the necessities." - Frank Lloyd Wright
 Give thought to your reputation.^^Consider changing name and moving to a new town.
"Give what you have. To someone it may be better than you dare to think." - Longfellow
 Give your child mental blocks for Christmas.
 Glendower:^"I can call the spirits from the vasty deep."^^Hotspur:^"Why, so can I, or so can any man; But will they come when you do call for them?"^ - William Shakespeare: Henry IV, Part I, act iii, scene i
 Go placidly amid the noise and waste, and remember what value there may be in owning a piece thereof.
 God created economists to give credibility to astrologers.
 God did not create the world in 7 days; he screwed around for 6 days and then pulled an all-nighter.
"God does not play dice with the universe." - Einstein
"God doesn't want to make it too easy for his children -- many of them are spoiled enough as it is." - Kelvin Throop
"God forbid that I should be out of debt, as if, indeed I could not be trusted." - Rebelais
 God gives us relatives; thank God we can chose our friends.
 God is a comic playing to an audience that's afraid to laugh
 God is a polythiest
 God is an atheist.
 God is Dead^      -- Nietzsche^Nietzsche is Dead^      -- God^Nietzsche is God^      -- Dead
 God is not dead -- he's been busted
 God is not dead!^^He's alive and autographing bibles at Cody's
 God is REAL (unless declared INTEGER).
 God isn't dead, He just couldn't find a parking place.
 God isn't dead, He's just trying to avoid the draft.
"God made integers; all else is the work of man." - Leopold Kronecker
 God made the world in six days, and was arrested on the seventh.
"God wisely designed the human body so that we can neither pat our own backs nor kick ourselves too easily." - unknown
 Going to church does not make a person religious, not does going to school make a person educated,any more than going to a garage makes a person a car.
"Good advice is something a man gives when he is too old to set a bad example." - La Rouchefoucauld
"Good judgement comes from experience; and experience, well, that comes from bad judgement." - Anonymous
"Good judgment comes from experience, and experience - well, that comes from poor judgment." - A(lan) A(lexander) Milne (1882-1956)- "House at Pooh Corner"
"Good judgment comes from experience, and experience comes from bad judgment." - Fred Brooks, University of North Carolina
 Good luck is the lazy man's extimate of the worker's success.
 Good luck knocks once but bad luck is more patient.
"Good words are worth much, and cost little." - George Herbert (1593-1633)^Jacula Prudentum, 1651
"Goodness is the only investment that never fails." - Henry David Thoreau
"Grain grows best in shit" - U. K. LeGuin
"Grammarians dispute--and the case is still before the courts." - Horace^Epistles (Ars Poetica)
"Great googly moogly!" - Frank Zappa
"Great ideas need landing gear as well as wings." - C.D. Jackson
"Great Spirit, help me never to judge another until I have walked in his moccasins for two weeks." - Sioux Indian Prayer
 Green light in A.M. for new projects.^^Red light in P.M. for traffic tickets.
"Gutenberg made everybody a reader. Xerox makes everyone a publisher." - Marshall McLuhan^Interview in the Washington Post, 1977
"Half a man's life is devoted to what he calls improvements, yet the original had some quality which is lost in the process." - E. B. White, American author (1899-1985)
 Half the lies our opponents tell about us are not true.
"Half the money I spend on advertising is wasted, and the trouble is I don't know which half." - John Wanamaker (1838-1922)^Quoted in Ogilvy, Confessions of an Advertising Man, 1963
 Happiness is just an illusion, filled with sadness and confusion.
"Harmony seldom makes a headline." - Silas Bent, American writer (1882-1945)
"Haste has no Blessing." - Swahili saying
"Have the courage to live; anyone can die." - Robert Cody
 Hawaii is as American as apple poi.
 He flung himself on his horse and rode madly off in all directions...
"He is happiest who hath power to gather wisdom from a flower." - Mary Howitt
 He is no lawyer who cannot take two sides.
"He is not an honest man who has burned his tongue and does not tell the company that the soup is hot." - Yugoslav proverb
 He is truly wise who gains wisdom from another's mishap.
"He is winding the watch of his wit; by and by it will strike." - William Shakespeare
"He know the precise psychological moment when to say nothing." - Oscar Wilde
"He that blames would buy." - George Herbert (1593-1633)^Outlandish Proverbs, 1640
"He that can have patience can have what he will." - Benjamin Franklin
"He that cannot abide a bad market, deserves not a good one." - John Ray (1627-1705)^English Proverbs, 1678
"He that is proud eats up himself; pride is his own glass, his own trumpet, his own chronicle." - William Shakespeare
"He that speaks ill of the Mare will buy her." - Benjamin Franklin (1706-1790)^Poor Richard's Almanack, 1742
"He that would perfect his work must first sharpen his tools." - Confucius
 He walks as if balancing the family tree on his nose.
"He was so narrow minded he could see through a keyhole with both eyes..."
"He wasn't much of an actor, he wasn't much of a Govenor -- Hell, they HAD to make him President of the United States.^^It's the only job he's qualified for!" - Michael Cain
 He who falls in love with himself will have no rivals.
 He who has a shady past knows that nice guys finish last.
"He who has a why to live for can bear with almost any how." - Nietzsche
 He who has had, has been, but he who hasn't been, has been had.
 He who has imagination without learning has wings but no feet.
 He who hesitates is last.
 He who hesitates is smart.
"He who hurries cannot walk with dignity." - fortune cookie
 He who is flogged by fate and laughs the louder is a masochist.
 He who is good for making excuses is seldom good for anything else.
 He who is henpecked may lend an ear to other chicks.
"He who is sorry for having sinned is almost innocent." - Seneca
 He who laughs last didn't get the joke.
 He who laughs last is probably your boss.
 He who laughs last probably doesn't understand the joke.
"He who receives a benefit with gratitude repays the first installment on his debt." - Seneca (c. 4 B.C.-A.D. 65)^Moral Essays
"He who trusts in his riches will wither, but the righteous will flourish like a green leaf." - Proverbs 11.28
"He who wonders discovers that this in itself is wonder." - M. C. Escher
"He whose face gives no light shall never become a star." - William Blake, English poet and artist (1757-1827)
"Health nuts are going to feel stupid someday, lying in hospitals dying of nothing." - Redd Foxx
"Hear the other side." - St. Augustine (354-430)^De Duabus Animabus
 Heard on Noahs' ark:^Sailing is fun,^but scrubbing the decks is aardvark.
"Heaven and hell is right here, right now... You make it heaven or you make it hell by your actions." - George Harrison
"Heaven for climate; hell for society." - Mark Twain
"Heaven is under our feet as well as over our heads." - Henry David Thoreau
"Hegel was right when he said that we learn from history that man can never learn anything from history." - George Bernard Shaw
"Hell is the place where everything test perfectly and nothing works." - John W. Campbell Jr.
 Help a man when he is in trouble and he will remember you when he is in trouble again.
"Here at the Phone Company, we serve all kinds of people; from President's and Kings to the scum of the earth..."
 Here comes the orator, with his flood of words and his drop of reason.
"Here is the answer which I will give to President Roosevelt... Give us the tools, and we will finish the job." - Winston Churchill (1877-1965)^Radio broadcast, 9 February 1941
"Here's to your love, health, and wealth--and time to enjoy each." - Spanish Proverb
 Hindsight is an exact science.
"Hindsight is diffraction limited." - R.E. Fisher
 History books which contain no lies are extremely dull.
"History has the relation to truth that theology has to religion -- i.e. none to speak of." - Lazarus Long
"Hold fast to dreams for if dreams die, life is a broken winged bird that cannot fly." - Langston Hughes
 Honesty is next to poverty.
 Honesty is the best policy, but insanity is a better defense
"Honesty is the first chapter of the book of wisdom." - Thomas Jefferson
"Horse sense is the thing a horse has which keeps it from betting on people." - W.C. Fields
 How can a man die with sage in his garden?
"How can you expect to govern a country that has two hundred and forty-six kinds of cheese? - Charles de Gaulle
"How come wrong numbers are never busy?" - Stephen Wright
 How do I love thee?^^My accumulator overflows.
 How long a minute is depends on which side of the bathroom door you're on.
 How many "coming men" has one known! Where on earth do they all go to?
 How many priests are needed for a Boston Mass?
"How'd you make a have out of a has-not?" - Roger Waters, Radio KAOS
"Human history becomes more and more a race between education and catastrophe." - H. G. Wells
"I always say that, next to a battle lost, the greatest misery is a battle gained." - the Duke of Wellington
"I am anxyus to skewer your infloounce." - Artemus Ward [Charles Farrar Brown] (1834-1867)^Works, 1898^From "One of Mr. Ward's Business Letters"
"I am not afraid of tomorrow, for I have seen yesterday and I love today." - William Allen White, American journalist (1868-1944)
"I am not sincere, even when I say I am not." - Jules Renard
"I avoid looking forward or backward, and try to keep going forward." - Charlotte Bronte, English author (1816-1855)
"I believe in computer dating, but only if the computers are truly in love." - Groucho Marx
"I believe in large familys -- every woman should have at least three husbands." - Zsa Zsa Gabor
"I believe that advertising is an investment where risk taking is inordinately rewarded and where the penalty for failure is not correspondingly severe." - Chester A. Posey (1896-1971)^McCann-Erikson
"I believe that every right implies a responsibility; every opportunity, an obligation; every possession, a duty." - John D. Rockefeller
"I believe that sex is one of the most beautiful wholesome things that money can buy." - Steve Martin
 I disagree with what you say, but will defend to the death your right to tell such LIES!
"I distinctly remember forgetting that." - Clara Barton
"I do not regard a broker as a member of the human race." - Honore de Balzac (1790-1859)
"I don't care how much a man talks, if he only says it in a few words." - Josh Billings
"I don't give a damn for a man that can only spell a word one way." - Mark Twain
"I don't have any solution, but I certainly admire the problem" - Ashleigh Brilliant
"I don't meet competition, I crush it." - Charles Revson (1906-1975)^Revlon
"I don't mind lying, but I hate inaccuracy." - Samuel Butler^Notebooks, 1912
"I don't necessarily agree with everything I say." - Marshall McLuhan
"I don't see you registered here." - Grace Bester, University of Hartford Admissions Department
"I don't think anyone should write their autobiography until after they're dead." - Samuel Goldwyn
"I don't want to be a millionaire.^^I just want to live like one." - Joe E. Lewis
"I give them a chance once a year to work me over, and that's enough." - James D. Finley (1916-    )^J. P. Stevens^Of talking to the press and public at the annual stockholders' meeting
"I got a simple rule about everybody.^^If you don't treat me right, shame on you." - Louis Armstrong, American jazz musician (1900-1971)
"I hate quotations. Tell me what you know." - Ralph Waldo Emerson (1803-1882)^Journal, May 1849
"I have had no real gratification or enjoyment more than my neighbor on the next block who is worth only half a million." - last words of railroad magnate^William Henry Vanderbilt
"I have long considered it one of god's greatest mercies that the future is hidden from us. If it were not, life would surely be unbearable." - Eugene Forsey
"I have made mistakes, but have never made the mistake of claiming I never made one." - James G. Bennet
"I have taken more good from alcohol than alcohol has taken from me." - Winston Churchill
 I keep trying to lose weight, but it keeps finding me.
"I know that there are people who do not love their fellow man, and I hate people like that!" - Tom Lehrer, Satirist and Professor
"I like the word `indolence.' It makes my laziness seem classy." - Bern Williams
"I look forward to an America which will not be afraid of grace and beauty." - John F. Kennedy
"I may disagree with what you have to say, but I shall defend, to the death, your right to say it." - Voltaire, French writer and philosopher (1694-1778)
"I may not be totally perfect, but parts of me are excellent." - Ashleigh Brilliant
"I never came here & I ain't goin' nowhere either." - Willie Nelson
 I never fail to convince an audience that the best thing they could do was to go away.
"I never forget a face, but in your case I'll make an exception." - Groucho Marx
"I never met a man I didn't like." - Will Rogers
"I never put on a pair of shoes until I've worn them at least five years." - Samuel Goldwyn
"I once played a sheriff who thought he could do the job without a gun.^^I was dead in twenty-seven minutes of a thirty minute show." - Ronald Reagan
"I predict that exact reproduction through cloning will not become popular.^^Too many people already find it difficult to live with themselves." - Jeanne Dixon
"I prefer the errors of enthusiasm to the indifference of wisdom." - Anatole France
"I respect faith but doubt is what gets you an education." - Wilson Mizner
"I shall tell you a great secret, my friend. Do not wait for the last judgement, it takes place every day." - Albert Camus
 I think sex is better than logic, but I can't prove it.
"I think that God in creating man somewhat overestimated his ability." - Oscar Wilde
"I use not only all the brains I have, but all I can borrow." - Woodrow Wilson
"I was gratified to be able to answer promptly. I said I don't know." - Mark Twain
"I wish the Arabs and the Jews would settle their differences like Christian gentlemen." - attributed to Arthur Ballour and others
"I wish you the courage to be warm when the world would prefer you to be cool." - Robert A. Ward
"I won't take my religion from any man who never works except with his mouth." - Carl Sandburg (1878-1967)
"I would rather be attacked than unnoticed.^^For the worst thing you can do to an author is to be silent as to his works." - Samuel Johnson
"I wouldn't join any club that would have me as a member." - Groucho Marx
"I wouldn't mind dying -- it's that business of having to stay dead that scares the shit out of me." - R. Geis
"I'd like to be home,^with my monkey,^and my dog." - Roger Waters, Radio KAOS
"I'd rather be a woman than a man.^^Women can cry, they can wear cute clothes, and they're first to be rescued off sinking ships." - Gilda Radner
 I'd rather have a bottle in front of me than a frontal lobotomy.
"I'd rather have roses on my table than diamonds on my neck." - Emma Goldman
"I'll give you a definite maybe." - Attributed to Samuel Goldwyn
"I'm a great believer in luck. The harder I work the more I have of it." - Thomas Jefferson
"I'm always fascinated by the way memory diffuses fact." - Diane Sawyer
"I'm an idealist.^^I don't know where I'm going, but I'm on my way." - Carl Sandburg
 I'm an influential person -- gravitationally speaking.
"I'm neither for nor against the motion -- in fact, quite the contrary." - Anonymous Swiss Politician
"I'm opposed to millionaires, but it would be dangerous to offer me the position." - Mark Twain
 I'm prepared for all emergencies but totally unprepared for everyday life.
"I'm very critical of the U.S., but get me outside the country and all of a sudden I can't bring myself to say one nasty thing about the U.S." - Saul Alinsky, American political activist (1902-1972)
"I've been trying for some time to develop a life style that doesn't require my presence." - Gary Trudeau
 I've given up reading books; I find it takes my mind off myself.
"I've gone into hundreds of (fortune-tellers' parlors), and have been told thousands of things, but nobody ever told me I was a policewoman getting ready to arrest her." - N. Y. C. detective
"I've had one child.^^My husband wants to have another.^^I'd like to watch him have another."
"I've never met a healthy person who worried much about his health or a good person who worried much about his soul." - Haldane
"I've often said that my rats have taught me much more than I've taught them." - B. F. Skinner
 Idleness is the holiday of fools.
"If 50 million people say a foolish thing, it is still a foolish thing." - Anatole France
"If A = B and B = C, then A = C, except where void or prohibited by law." - Roy Santoro
"If a child lives with approval, he learns to like himself." - Dorothy Law Nolte.
"If all the cars in the United States were placed end to end, it would probably be Labor Day weekend." - Doug Larson
"If all the economists in the world were laid end to end, they wouldn't reach a conclusion." - Lewis Carroll
"If all the year were playing holidays, to sport would be as tedious as to work." - Wm Shakespeare
 If an instructor says, "It is obvious" it isn't.
 If at first you don't succeed, give up; no use being a damn fool.
 If at first you don't succeed, try something else.
 If at first you don't succeed, you're doing about average.
 If bankers can count, how come they have eight windows and only four tellers?
"If death did not exist today it would be necessary to invent it." - Count Jean Baptiste Milhoud
 If entropy is increasing, then where is it coming from?
 If everything is coming your way,^you're in the wrong lane!
 If God had meant for us to be naked, we would have been born that way.
"If God had really intended men to fly, he'd made it easier to get to the airport." - George Winters
 If God had wanted you to go around nude, He would have given you bigger hands.
 If God is perfect, why did He create discontinuous functions?
"If God lived on Earth, people would knock out all His windows." - Yiddish saying
"If God wanted us to have a President, He would have sent us a candidate." - Jerry Dreshfield
"If I could drop dead right now, I'd be the happiest man alive." - Samuel Goldwyn
"If I had my life to live over again, I'd make the same mistakes only sooner." - Tallulah Bankhead
"If I had only known, I would have been a locksmith." - Albert Einstein
"If I have seen farther than others, it is because I have stood on the shoulders of giants." - Sir Isaac Newton
 If I want your opinion, I'll ask you to fill out the necessary form.
"If I were a medical man, I should prescribe a holiday to any patient who considered his work important." - Bertrand Russell
 If it ain't broke -- it's still under warranty.
"If it ain't broke, don't fix it." - Bert Lance^^"If we can't fix it, it ain't broke." - Walt Weir^^"If it might break, don't go near it." - Herbert Stein
"If it ain't broke, don't fix it." - Ronald Reagan
"If it can't be expressed in figures, it is not science, it is opinion." - Robert A. Heinlein
 If it works, Don't fix it.
"If it works, it's obsolete." - Marshall McLuhan
"If its all the same to history, it need not repeat itself anymore." - Bob Edwards
 If life is a bed of roses, then you must be one of the pricks.
"If little else, the brain is an educational toy." - Tom Robbins
"If men could read woman's thoughts, they would take more risks than they do." - Bob Edwards
 If Mohammed can't go to the mountain, then that's his problem.
"If money talks, all it ever said to me was goodbye." - Bob Edwards
 If nobody uses it, there's a reason.
"If one does not fail at times, then one has not challenged himself." - Dr. Porsche
"If payment has been recently mailed, please disregard this notice." - Billing reminder, The Source Telecommunications Service
"If people behaved like governments, you'd call the cops." - Kelvin Throop
"If poetry comes not as naturally as the leaves to a tree, it better not come at all." - John Keats
 If practice makes perfect, and nobody's perfect, why practice?
 If rabbits feet are so lucky, what happened to the rabbit?
"If Roosevelt were alive he'd turn in his grave" - Attributed to Samuel Goldwyn
 If some people didn't tell you, you'd never know they'd been away on vacation.
"If someone had told me I would be Pope one day, I would have studied harder." - Pope John Paul I
"If the aborigine drafted an I.Q. test, all of Western civilization would presumably flunk it." - Stanley Garn
"If the error rate is high enough to be measured, it's too high." - Bill Godbout
"If the liberal arts do nothing else, they provide engaging metaphors for the thinking they displace." - Roger Zelazny
"If the mind were exercised as much as the mouth, we would be a race of geniuses." - Kelvin Throop
 If the odds are a million to one against something occurring, chances are 50-50 it will.
"If the only tool you have is a hammer,^you tend to see every problem as a nail." - Abraham Maslow
"If there is a gun hanging on the wall in the first act, it must fire in the last." - Anton Chehkov, advice to a novice playwright.
"If there is no God, who pops up the next Kleenex?" - Art Hoppe
"If time be of all things most precious, wasting time must be the greatest prodigality, since lost time is never found again; and what we call time enough always proves little enough." - Benjamin Franklin
 If time heals all wounds, how come the belly button stays the same?
"If truth is beauty, how come no one has their hair done in the library?" - Lily Tomlin
 If we can't fix it -- its broken!
 If we could all hear one another's prayers, God might be relieved of some of his burden.
 If we do not change our direction we are likely to end up where we are headed.
"If we learn for each success, and each failure, and improve ourselves through this process, then, at the end, we will have fulfilled our potential and performed well." - Dr. Porsche
"If we make peaceful revolution impossible, we make violent revolution inevitable." - John F. Kennedy
"If we take science as our sole guide, if we accept and hold fast that alone which is verifiable, the old theology must go." - John Burroughs, American essayist (1837-1921)
"If we're gonna win, we have to play up to and beyond our potential." - Don Nelson
 If you always postpone pleasure you will never have it.
 If you are what you eat, does that mean Euelle Gibbons really was a nut?
 If you can keep your head when all about you are losing theirs, maybe you just don't understand the situation.
"If you can spend a perfectly useless afternoon in a perfectly useless manner, you have learned how to live." - Lin Yutang
"If you can't detect it, why worry?" - John W. Campbell
"If you can't say something nice, say something surrealistic." - Zippy the Pinhead
"If you cannot convince them, confuse them" - Harry S. Truman, U.S. President (1884-1972)
"If you cannot get rid of the family skeleton, you may as well dance with it." - George Bernard Shaw
 If you continually give you will continually have.
"If you do what you've always done, you'll get what you've always gotten." - Anonymous
 If you don't care where you are, then you ain't lost.
"If you don't have enemies, you don't have character." - Paul
 If you don't say it, they can't repeat it.
"If you don't understand it, don't screw around with it." - Roger Zelazny
"If you drink, don't drive.^^Don't even putt." - Dean Martin
"If you give a man enough rope, then he will skip." - Zsa Zsa Gabor
"If you give me six lines written by the most honest man, I will find something in them to hang him." - Cardinal Richelieu
"If you have no money, be polite." - Danish proverb
"If you hear a wise sentence or an apt phrase, commit it to your memory." - Sir Henry Sidney
 If you knew what Mona Lisa knew, you'd smile too.
 If you know where you are going, any road will take you there. ^If you don't know where you are going, any road will take you there.
"If you live to the age of a hundred, you have it made because very very few people die past the age of a hundred." - George Burns
 If you make a mistake you right it immediately to the best of your ability.
 If you make people think they're thinking,^they'll love you;^^but if you really make them think,^they'll hate you.
"If you pick up a starving dog and make him prosperous, he will not bite you.^^This is the principle difference between a dog and a man." - Mark Twain
 If you push the "extra ice" button on the soft drink vending machine, you won't get any ice.^^If you push the "no ice" button, you'll get ice, but no cup.
"If you put your supper dish to your ear you can hear the sounds of a restaurant." - Snoopy
 If you suspect a man, don't employ him.
 If you think last Tuesday was a drag, wait till you see what happens tomorrow!
"If you think nobody cares if you're alive, try missing a couple of car payments." - Earl Wilson
"If you took all the economists in the world and laid them end-to-end, it would be a pretty good idea." - Anonymous
"If you want a place in the sun, you've got to expect a few blisters." - Dear Abby
"If you want anything done well, do it yourself. This is why most people laugh at their own jokes." - Bob Edwards
"If you want to make enemies, try to change something." - President Woodrow Wilson (1856-1924)
"If you want to see your plays performed the way you wrote them, become President." - Vaclav Havel
 If you wants to get elected president, you'se got to think up some memoraboble homily so's school kids can be pestered into memorizin' it, even if they don't know what it means.
"If you wish me to weep, you yourself must first be grief-stricken." - Horace^Epistles (Ars Poetica)
 If you wish to succeed, consult three old people.
 If you would keep a secret from an enemy, tell it not to a friend.
"If you would not be forgotten,^As soon as you are dead and rotten,^Either write things worth reading,^Or do things worth the writing." - Benjamin Franklin^Poor Richard's Almanack, 1738
"If you're strong enough, there are no precedents." - F. Scott Fitzgerald
 If your feet smell and your nose runs -- you're built upside down.
"If, while you are in school, there is a shortage of qualified personnel in a particular field, then by the time you graduate with the necessary qualifications, that field's employment market is glutted." - Marguerite Emmons
"Ignorance and stupidity are not the same thing. At the battle at Little Big Horn, Crazy Horse was an ignorant savage and George Custer was an educated military tactician and strategist. Custer was also stupid; Crazy Horse wasn't." - Charles J.C. Lyall
"Ignorance doesn't kill you, but it makes you sweat a lot." - Haitian Proverb
"Ignorance is not bliss; it is oblivion." - Philip Wylie
"Ill ware is never cheap. Pleasing ware is half sold." - George Herbert (1593-1633)^Jacula Prudentum, 1651
"Imagination is more important than knowledge." - Albert Einstein
"Imagination is the one weapon in the war against reality." - Jules de Gaultier
"Imagination, not invention, is the supreme master of art as of life." - Joseph Conrad, Polish-born author (1857-1924)
 Immanuel Kant but Kubla Khan.
 Important letters which contain no errors will develop errors in the mail.^^Corresponding errors will show up in the duplicate while the Boss is reading it.
"In a calm sea, every man is a pilot." - John Ray
"In a civilized society, it is the duty of all citizens to obey just laws. But at the same time, it is the duty of all citizens to disobey unjust laws." - Rev. Dr. Martin Luther King, 1963
"In a country well governed, poverty is something to be ashamed of. In a country badly governed, wealth is something to be ashamed of." - Confucius c. 500 B.C.
 In a family argument, if it turns out you are right -- apologize at once!
 In a fight between you and the world, back the world.
"In a painting I want to say something comforting." - Vincent van Gogh
"In a severe crisis, make sure you have a good stock of the precious metals; gold, silver, and lead.^^The first two make lousy bullets." - Charles J.C. Lyall
"In America there are two classes of travel -- first class, and with children." - Robert Benchley
 In America, any boy can become president and I suppose that's just one of the risks he takes.
 In America, it's not how much an item costs that matters, it's how much you save.
"In an experiment, nothing can go wrong; we can always rely on the physical universe to run as designed." - Wayne Batteau
"In case of a thunderstorm, stand in the middle of the fairway and hold up a one-iron.^^Not even God can hit a one-iron." - Lee Trevino
 In case of atomic attack, the federal ruling against prayer in schools will be temporarily cancelled.
 In computing, turning the obvious into the useful is a living definition of the word 'frustration'.
"In Dr. Johnson's famous dictionary, 'patriotism' is defined as the last resort of the scoundrel.^^With all due respect to an enlightened but inferior lexicographer, I beg to submit that it is the first." - Ambrose Bierce, American writer
 In God we trust -- all others require a phase review.
"In human history, a moral victory is always a disaster for it debauches and degrades both the victor and the vanquished." - H.L. Mencken
"In matters of belief, he who is absolutely sure he is right is almost certainly dead wrong." - Kelvin Throop
"In matters of conscience, the law of majority has not place." - Mohandas Gandhi
"In my experience, the worst thing you can do to an important problem is discuss it." - Simon Gray (1936-    )^Otherwised Engaged, 1975
"In Paris they simply stared when I spoke to them in French; I never did succeed in making those idiots understand their language." - Mark Twain
 In seeking the unattainable, simplicity only gets in the way.
"In spite of everything I still believe that people are really good at heart." - Anne Frank
 In the beginning was the word -- and the word was four bytes. (from the bible?)
"In the factory we make cosmetics. In the store we sell hope." - Charles Revson (1906-1975)^Revlon
"In the first place God made idiots; this was for practice; then he made school boards." - Mark Twain
"In the future, everyone will be famous for fifteen minutes." - Andy Warhol
"In the matters of grave importance, style, not sincerity, is the vital thing." - Oscar Wilde
"In the province of the mind, what one believes to be true either is true or becomes true." - John Lilly
"In the ultimate utopia, only three things would be illegal:^^- the initiation of force;^- the act of fraud and;^- Monday mornings." - Charles J.C. Lyall
"In the United States, doing good has come to be, like patriotism, a favorite device of persons with something to sell." - H. L. Mencken
 In theory, the difference between theory and practice is small.^In practice, the difference between theory and practice is large.
"In these matters the only certainty is that nothing is certain." - Pliny the Elder
"In this world, nothing can be said to be certain except death and taxes." - Benjamin Franklin
"In times like these, it helps to recall that there have always been times like these." - Paul Harvey
"In two words:^Im--possible." - Samuel Goldwyn (1882-1974)^In Johnston, The Great Goldwyn, 1937
 In which level of metalanguage are you now speaking?
"Inanimate objects are classified scientifically into three major catagories -- those that don't work, those that break down, and those that get lost." - Russel Baker
 Incompetence knows no barriers of time or place.
"Inflation is when the buck doesn't stop anywhere." - Orben's Current Commedy
"Inform all the troops that communications have completely broken down." - Ashleigh Brilliant
"Information is power. To give out correct information at the correct time is to control the present; to withhold information at the correct time is to control the future." - Charles J.C. Lyall
"Injustice anywhere is a threat to justice everywhere." - Martin Luther King, Jr.
"Innovation is easy.^^You just rub smart people and money together." - Alan Kay
 Inside every big problem is a small problem trying to get out.
 Inside every small problem is a large problem struggling to get out.
 Insomnia isn't anything to lose sleep over.
 Interchangeable parts won't.
 Internal consistency is more highly valued than efficiency.
"Iron rusts from disuse, stagnant water loses its purity, and in cold weather becomes frozen, even so does inaction sap the vigors of the mind." - Leonardo Da Vinci
"Is Moby-Dick the whale or the man?" - Harold Ross (1892-1951)^The New Yorker
"Is sex dirty?^^Only if it's done right." - Woody Allen
"Is there life before death?" - Belfast Graffito
"Isn't it interesting that the same people who laugh at fiction listen to weather reports and economists." - Kelvin Throop
"Isn't it queer that only sensible people agree with you?" - Bob Edwards
"Isn't it strange?^^The same people who laugh at gypsy fortune-tellers take economists seriously." - anonymous
"It has been determined that mankind and chimpanzees have 99 per cent of their genetic material in common.^^This annoys both the creationists and the chimps."" - Charles J.C. Lyall
"It has been observed that one's nose is never so happy as when it is thrust into the affairs of another, from which some physiologists have drawn the inference that the nose is devoid of the sense of smell" - Ambrose Bierce, American writer
"It is a foolish thing to make a long prologue, and to be short in the story itself." - Bible: II Meccabees 2:32
"It is a great art to know how to sell wind." - Baltasar Gracian (1601-1658)
"It is a hard matter, my fellow citizens, to argue with the belly, since it has no ears." - Cato the Elder (234-149 B.C.)
 It is a poor judge who cannot award a prize.
"It is a sin to believe evil of others, but it is seldom a mistake." - H.L. Mencken
"It is a waste of life to be sensible all the time." - Bob Edwards
"It is always brave to say what everyone thinks." - Georges Duhamel,^French author (1884-1966)
"It is always darkest before it goes totally black." - Sting
